List;Item;Order;Target;Sentence;CritWord;LSA to correct;
3;69;verb-final;correct;Casper deed niets liever dan schaatsen, omdat hij in zijn element was op het ijs.;element;NA;
5;69;verb-final;literal;Casper deed niets liever dan schaatsen, omdat hij in zijn onderdeel was op het ijs.;onderdeel;0,09;
1;69;verb-final;unrelated;Casper deed niets liever dan schaatsen, omdat hij in zijn agenda was op het ijs.;agenda;-0,01;
3;70;verb-final;correct;Hans was inmiddels overtuigd van Willemiens daadkracht, omdat ze spijkers met koppen sloeg bij de vergadering.;koppen;NA;
5;70;verb-final;literal;Hans was inmiddels overtuigd van Willemiens daadkracht, omdat ze spijkers met ruggen sloeg bij de vergadering.;ruggen;0,61;
1;70;verb-final;unrelated;Hans was inmiddels overtuigd van Willemiens daadkracht, omdat ze spijkers met peuters sloeg bij de vergadering.;peuters;0,05;
3;71;verb-final;correct;De scheidsrechter bestrafte de overtreding die achter hem plaatsvond niet, omdat hij hem over het hoofd zag uiteraard.;hoofd;NA;
5;71;verb-final;literal;De scheidsrechter bestrafte de overtreding die achter hem plaatsvond niet, omdat hij hem over het oor zag uiteraard.;oor;0,27;
1;71;verb-final;unrelated;De scheidsrechter bestrafte de overtreding die achter hem plaatsvond niet, omdat hij hem over het pand zag uiteraard.;pand;0,01;
3;72;verb-final;correct;De achtervolgde dief ging steeds harder rijden, omdat de politie hem op de hielen zat intussen.;hielen;NA;
5;72;verb-final;literal;De achtervolgde dief ging steeds harder rijden, omdat de politie hem op de zolen zat intussen.;zolen;0,45;
1;72;verb-final;unrelated;De achtervolgde dief ging steeds harder rijden, omdat de politie hem op de burgers zat intussen.;burgers;0,07;
3;73;verb-final;correct;Aletta probeerde Christiaan op te vrolijken, omdat hij in de put zat na zijn ontslag.;put;NA;
5;73;verb-final;literal;Aletta probeerde Christiaan op te vrolijken, omdat hij in de kuil zat na zijn ontslag.;kuil;0,23;
1;73;verb-final;unrelated;Aletta probeerde Christiaan op te vrolijken, omdat hij in de bok zat na zijn ontslag.;bok;0,16;
3;74;verb-final;correct;Op Moederdag verraste Tim zijn moeder, omdat hij haar in het zonnetje zette met bloemen.;zonnetje;NA;
5;74;verb-final;literal;Op Moederdag verraste Tim zijn moeder, omdat hij haar in het strand zette met bloemen.;strand;0,23;
1;74;verb-final;unrelated;Op Moederdag verraste Tim zijn moeder, omdat hij haar in het programma zette met bloemen.;programma;-0,01;
3;75;verb-final;correct;Roos moest die deadline nu wel halen, omdat haar baas haar het mes op de keel zette vanmiddag.;keel;NA;
5;75;verb-final;literal;Roos moest die deadline nu wel halen, omdat haar baas haar het mes op de hals zette vanmiddag.;hals;0,44;
1;75;verb-final;unrelated;Roos moest die deadline nu wel halen, omdat haar baas haar het mes op de tulp zette vanmiddag.;tulp;0,04;
3;76;verb-final;correct;Jacob zal zich voorlopig niet weer zo misdragen, omdat Sterre hem op zijn nummer zette woensdagavond.;nummer;NA;
5;76;verb-final;literal;Jacob zal zich voorlopig niet weer zo misdragen, omdat Sterre hem op zijn cijfer zette woensdagavond.;cijfer;0,23;
1;76;verb-final;unrelated;Jacob zal zich voorlopig niet weer zo misdragen, omdat Sterre hem op zijn ballon zette woensdagavond.;ballon;0,04;
3;77;verb-final;correct;Auke moest Brechtje eigenlijk wel ten huwelijk vragen, omdat ze hem voor het blok zette tijdens Kerst.;blok;NA;
5;77;verb-final;literal;Auke moest Brechtje eigenlijk wel ten huwelijk vragen, omdat ze hem voor het hout zette tijdens Kerst.;hout;0,25;
1;77;verb-final;unrelated;Auke moest Brechtje eigenlijk wel ten huwelijk vragen, omdat ze hem voor het land zette tijdens Kerst.;land;0,08;
3;78;verb-final;correct;Meester merkte dat Sascha nogal verlegen was, omdat hij op de achtergrond bleef bij groepsactiviteiten.;achtergrond;NA;
5;78;verb-final;literal;Meester merkte dat Sascha nogal verlegen was, omdat hij op de basis bleef bij groepsactiviteiten.;basis;0,41;
1;78;verb-final;unrelated;Meester merkte dat Sascha nogal verlegen was, omdat hij op de kandelaar bleef bij groepsactiviteiten.;kandelaar;0,06;
3;79;verb-final;correct;Berend viel voor Johanna's zwoele blik, omdat die hem het hoofd op hol bracht met haar ogen.;hol;NA;
5;79;verb-final;literal;Berend viel voor Johanna's zwoele blik, omdat die hem het hoofd op snel bracht met haar ogen.;snel;0,60;
1;79;verb-final;unrelated;Berend viel voor Johanna's zwoele blik, omdat die hem het hoofd op bad bracht met haar ogen.;bad;0,19;
3;80;verb-final;correct;Muhammed Ali won de wedstrijd dankzij een schijnbeweging, omdat hij zijn tegenstander van de wijs bracht op die manier.;wijs;NA;
5;80;verb-final;literal;Muhammed Ali won de wedstrijd dankzij een schijnbeweging, omdat hij zijn tegenstander van de deun bracht op die manier.;deun;0,67;
1;80;verb-final;unrelated;Muhammed Ali won de wedstrijd dankzij een schijnbeweging, omdat hij zijn tegenstander van de kern bracht op die manier.;kern;0,03;
3;81;verb-final;correct;Danny zapte snel weg van die gruwelijke horrorfilm, omdat hij het in zijn broek deed zowat.;broek;NA;
5;81;verb-final;literal;Danny zapte snel weg van die gruwelijke horrorfilm, omdat hij het in zijn rok deed zowat.;rok;0,58;
1;81;verb-final;unrelated;Danny zapte snel weg van die gruwelijke horrorfilm, omdat hij het in zijn drank deed zowat.;drank;0,07;
4;82;verb-final;correct;Kyra kon steeds sneller haar veters strikken, omdat ze het in de vingers kreeg dankzij die oefeningen.;vingers;NA;
6;82;verb-final;literal;Kyra kon steeds sneller haar veters strikken, omdat ze het in de handschoen kreeg dankzij die oefeningen.;handschoen;0,35;
2;82;verb-final;unrelated;Kyra kon steeds sneller haar veters strikken, omdat ze het in de meters kreeg dankzij die oefeningen.;meters;0,05;
4;83;verb-final;correct;Gedurende haar studietijd gaf Desirée haar spaargeld nooit uit, omdat ze het achter de hand hield voor later.;hand;NA;
6;83;verb-final;literal;Gedurende haar studietijd gaf Desirée haar spaargeld nooit uit, omdat ze het achter de voet hield voor later.;voet;0,36;
2;83;verb-final;unrelated;Gedurende haar studietijd gaf Desirée haar spaargeld nooit uit, omdat ze het achter de wijk hield voor later.;wijk;0,08;
4;84;verb-final;correct;Carolien was de deadline voor het artikel nog niet vergeten, omdat ze hem in haar achterhoofd hield al die tijd.;achterhoofd;NA;
6;84;verb-final;literal;Carolien was de deadline voor het artikel nog niet vergeten, omdat ze hem in haar hersens hield al die tijd.;hersens;0,24;
2;84;verb-final;unrelated;Carolien was de deadline voor het artikel nog niet vergeten, omdat ze hem in haar bediening hield al die tijd.;bediening;0,08;
4;85;verb-final;correct;Roberta vond dat de advocaat haar verhaal verdraaide, omdat hij haar woorden in de mond legde in de rechtbank.;mond;NA;
6;85;verb-final;literal;Roberta vond dat de advocaat haar verhaal verdraaide, omdat hij haar woorden in de tong legde in de rechtbank.;tong;0,79;
2;85;verb-final;unrelated;Roberta vond dat de advocaat haar verhaal verdraaide, omdat hij haar woorden in de stang legde in de rechtbank.;stang;0,10;
4;86;verb-final;correct;Leon had in Amsterdam geen navigatie nodig, omdat hij de stad op zijn duimpje kende inmiddels.;duimpje;NA;
6;86;verb-final;literal;Leon had in Amsterdam geen navigatie nodig, omdat hij de stad op zijn nagel kende inmiddels.;nagel;0,29;
2;86;verb-final;unrelated;Leon had in Amsterdam geen navigatie nodig, omdat hij de stad op zijn geweld kende inmiddels.;geweld;0,12;
4;87;verb-final;correct;Myra zou oma's levenslessen niet vergeten, omdat ze ze in haar oren knoopte zoals beloofd.;oren;NA;
6;87;verb-final;literal;Myra zou oma's levenslessen niet vergeten, omdat ze ze in haar neus knoopte zoals beloofd.;neus;0,66;
2;87;verb-final;unrelated;Myra zou oma's levenslessen niet vergeten, omdat ze ze in haar gebak knoopte zoals beloofd.;gebak;0,02;
4;88;verb-final;correct;De taallessen waren volgens Jacques erg nuttig, omdat hij het Nederlands onder de knie kreeg na een tijdje.;knie;NA;
6;88;verb-final;literal;De taallessen waren volgens Jacques erg nuttig, omdat hij het Nederlands onder de schijf kreeg na een tijdje.;schijf;0,07;
2;88;verb-final;unrelated;De taallessen waren volgens Jacques erg nuttig, omdat hij het Nederlands onder de boer kreeg na een tijdje.;boer;0,05;
4;89;verb-final;correct;De wielrenners moesten voor de bergetappe goed uitgerust zijn, omdat ze het voor hun kiezen kregen vandaag.;kiezen;NA;
6;89;verb-final;literal;De wielrenners moesten voor de bergetappe goed uitgerust zijn, omdat ze het voor hun gebit kregen vandaag.;gebit;0,89;
2;89;verb-final;unrelated;De wielrenners moesten voor de bergetappe goed uitgerust zijn, omdat ze het voor hun grotten kregen vandaag.;grotten;0,08;
4;90;verb-final;correct;Seth ging niet mee naar het feestje, omdat hij onder de wol kroop om half tien.;wol;NA;
6;90;verb-final;literal;Seth ging niet mee naar het feestje, omdat hij onder de trui kroop om half tien.;trui;0,49;
2;90;verb-final;unrelated;Seth ging niet mee naar het feestje, omdat hij onder de rem kroop om half tien.;rem;0,02;
4;91;verb-final;correct;De handelaar in nepgoud werd opgepakt, omdat hij door de mand viel op een gegeven moment.;mand;NA;
6;91;verb-final;literal;De handelaar in nepgoud werd opgepakt, omdat hij door de was viel op een gegeven moment.;was;0,14;
2;91;verb-final;unrelated;De handelaar in nepgoud werd opgepakt, omdat hij door de naam viel op een gegeven moment.;naam;0,08;
4;92;verb-final;correct;Sela wist nooit wat ze morgen ging doen, omdat ze bij de dag leefde uit principe.;dag;NA;
6;92;verb-final;literal;Sela wist nooit wat ze morgen ging doen, omdat ze bij de ochtend leefde uit principe.;ochtend;0,64;
2;92;verb-final;unrelated;Sela wist nooit wat ze morgen ging doen, omdat ze bij de bom leefde uit principe.;bom;0,06;
4;93;verb-final;correct;De leraar baalde van zijn slecht voorbereide les, omdat het in het honderd liep dinsdagmiddag.;honderd;NA;
6;93;verb-final;literal;De leraar baalde van zijn slecht voorbereide les, omdat het in het duizend liep dinsdagmiddag.;duizend;0,86;
2;93;verb-final;unrelated;De leraar baalde van zijn slecht voorbereide les, omdat het in het potlood liep dinsdagmiddag.;potlood;0,06;
4;94;verb-final;correct;Dora betreurde dat ze dat internetbedrijf zomaar vertrouwd had, omdat ze in de val liep van oplichters.;val;NA;
6;94;verb-final;literal;Dora betreurde dat ze dat internetbedrijf zomaar vertrouwd had, omdat ze in de muis liep van oplichters.;muis;0,26;
2;94;verb-final;unrelated;Dora betreurde dat ze dat internetbedrijf zomaar vertrouwd had, omdat ze in de kam liep van oplichters.;kam;0,01;
4;95;verb-final;correct;De agent moest snel achter de bankrover aan, omdat hij zich uit de voeten maakte met de buit.;voeten;NA;
6;95;verb-final;literal;De agent moest snel achter de bankrover aan, omdat hij zich uit de benen laarzen met de buit.;laarzen;0,44;
2;95;verb-final;unrelated;De agent moest snel achter de bankrover aan, omdat hij zich uit de taken maakte met de buit.;taken;0,01;
4;96;verb-final;correct;Ondanks zijn handicap reisde Job veel, omdat Abel hem op sleeptouw nam overal naartoe.;sleeptouw;NA;
6;96;verb-final;literal;Ondanks zijn handicap reisde Job veel, omdat Abel hem op knoop nam overal naartoe.;knoop;0,53;
2;96;verb-final;unrelated;Ondanks zijn handicap reisde Job veel, omdat Abel hem op vrede nam overal naartoe.;vrede;0,02;
4;97;verb-final;correct;De sollicitant kreeg weinig informatie over de functie, omdat de manager over koetjes en kalfjes praatte tijdens het interview.;kalfjes;NA;
6;97;verb-final;literal;De sollicitant kreeg weinig informatie over de functie, omdat de manager over koetjes en diertjes praatte tijdens het interview.;diertjes;0,17;
2;97;verb-final;unrelated;De sollicitant kreeg weinig informatie over de functie, omdat de manager over koetjes en toetjes praatte tijdens het interview.;toetjes;0,06;
4;98;verb-final;correct;Al snel wist iedereen dat Tijmen vader werd, omdat hij het van de daken schreeuwde op zijn werk.;daken;NA;
6;98;verb-final;literal;Al snel wist iedereen dat Tijmen vader werd, omdat hij het van de plafonds schreeuwde op zijn werk.;plafonds;0,55;
2;98;verb-final;unrelated;Al snel wist iedereen dat Tijmen vader werd, omdat hij het van de pubers schreeuwde op zijn werk.;pubers;-0,07;
4;99;verb-final;correct;Vanavond had Rinus zijn diploma-uitreiking, omdat hij met vlag en wimpel slaagde afgelopen donderdag.;wimpel;NA;
6;99;verb-final;literal;Vanavond had Rinus zijn diploma-uitreiking, omdat hij met vlag en vaandel slaagde afgelopen donderdag.;vaandel;0,04;
2;99;verb-final;unrelated;Vanavond had Rinus zijn diploma-uitreiking, omdat hij met vlag en deksel slaagde afgelopen donderdag.;deksel;0,02;
4;100;verb-final;correct;Kees zag zichzelf als kostwinner, omdat hij geld in het laatje bracht de afgelopen jaren.;laatje;NA;
6;100;verb-final;literal;Kees zag zichzelf als kostwinner, omdat hij geld in het bureau bracht de afgelopen jaren.;bureau;0,44;
2;100;verb-final;unrelated;Kees zag zichzelf als kostwinner, omdat hij geld in het koopje bracht de afgelopen jaren.;koopje;0,05;
4;101;verb-final;correct;De commentator vond de tactiek van Ajax erg riskant, omdat ze met vuur speelden tegen die club.;vuur;NA;
6;101;verb-final;literal;De commentator vond de tactiek van Ajax erg riskant, omdat ze met rook speelden tegen die club.;rook;0,48;
2;101;verb-final;unrelated;De commentator vond de tactiek van Ajax erg riskant, omdat ze met worst speelden tegen die club.;worst;0,06;
4;102;verb-final;correct;Nadine moest constant aan de knappe Kenny denken, omdat ze in vuur en vlam stond na hun date.;vlam;NA;
6;102;verb-final;literal;Nadine moest constant aan de knappe Kenny denken, omdat ze in vuur en warmte stond na hun date.;warmte;0,37;
2;102;verb-final;unrelated;Nadine moest constant aan de knappe Kenny denken, omdat ze in vuur en dijk stond na hun date.;dijk;-0,01;
4;103;verb-final;correct;De burgemeester had spijt van zijn schaamteloze uitspraken, omdat hij in zijn hemd stond voor iedereen.;hemd;NA;
6;103;verb-final;literal;De burgemeester had spijt van zijn schaamteloze uitspraken, omdat hij in zijn das stond voor iedereen.;das;0,32;
2;103;verb-final;unrelated;De burgemeester had spijt van zijn schaamteloze uitspraken, omdat hij in zijn kind stond voor iedereen.;kind;0,03;
4;104;verb-final;correct;Paulien vond de beoordeling van de groepsopdracht oneerlijk, omdat Sven met de eer streek van haar werk.;eer;NA;
6;104;verb-final;literal;Paulien vond de beoordeling van de groepsopdracht oneerlijk, omdat Sven met de trots streek van haar werk.;trots;0,45;
2;104;verb-final;unrelated;Paulien vond de beoordeling van de groepsopdracht oneerlijk, omdat Sven met de lak streek van haar werk.;lak;0,08;
4;105;verb-final;correct;Lara had de islam niet achterlijk mogen noemen, omdat ze Zarek op zijn ziel trapte met die opmerking.;ziel;NA;
6;105;verb-final;literal;Lara had de islam niet achterlijk mogen noemen, omdat ze Zarek op zijn geest trapte met die opmerking.;geest;0,61;
2;105;verb-final;unrelated;Lara had de islam niet achterlijk mogen noemen, omdat ze Zarek op zijn hoes trapte met die opmerking.;hoes;0,05;
4;106;verb-final;correct;Robert wist dat het bestuur geld verduisterde, omdat de kascommissie aan de bel trok in maart.;bel;NA;
6;106;verb-final;literal;Robert wist dat het bestuur geld verduisterde, omdat de kascommissie aan de fiets trok in maart.;fiets;0,16;
2;106;verb-final;unrelated;Robert wist dat het bestuur geld verduisterde, omdat de kascommissie aan de vlek trok in maart.;vlek;0,07;
4;107;verb-final;correct;De winkeldief kwam niet ver met zijn buit, omdat de agent hem in de kraag vatte bij de uitgang.;kraag;NA;
6;107;verb-final;literal;De winkeldief kwam niet ver met zijn buit, omdat de agent hem in de sjaal vatte bij de uitgang.;sjaal;0,39;
2;107;verb-final;unrelated;De winkeldief kwam niet ver met zijn buit, omdat de agent hem in de pomp vatte bij de uitgang.;pomp;0,00;
4;108;verb-final;correct;Zonder diploma kreeg Luuk geen baan of uitkering, omdat hij tussen wal en schip viel kennelijk.;schip;NA;
6;108;verb-final;literal;Zonder diploma kreeg Luuk geen baan of uitkering, omdat hij tussen wal en mast viel kennelijk.;mast;0,82;
2;108;verb-final;unrelated;Zonder diploma kreeg Luuk geen baan of uitkering, omdat hij tussen wal en vaas viel kennelijk.;vaas;0,03;
5;109;verb-final;correct;Aan de voornemens van Adriaan twijfelde Wilma nooit, omdat hij de daad bij het woord voegde meestal.;woord;NA;
1;109;verb-final;literal;Aan de voornemens van Adriaan twijfelde Wilma nooit, omdat hij de daad bij het boek voegde meestal.;boek;0,14;
3;109;verb-final;unrelated;Aan de voornemens van Adriaan twijfelde Wilma nooit, omdat hij de daad bij het dorp voegde meestal.;dorp;0,06;
5;110;verb-final;correct;Het volk had geen vertrouwen meer in de overheid, omdat Rutte zijn kop in het zand stak bij problemen.;zand;NA;
1;110;verb-final;literal;Het volk had geen vertrouwen meer in de overheid, omdat Rutte zijn kop in het kasteel stak bij problemen.;kasteel;0,13;
3;110;verb-final;unrelated;Het volk had geen vertrouwen meer in de overheid, omdat Rutte zijn kop in het lied stak bij problemen.;lied;0,04;
5;111;verb-final;correct;Jeroen vond Tirza onuitstaanbaar, omdat ze hem de oren van het hoofd kletste tijdens koffiepauzes.;hoofd;NA;
1;111;verb-final;literal;Jeroen vond Tirza onuitstaanbaar, omdat ze hem de oren van het brein kletste tijdens koffiepauzes.;brein;0,13;
3;111;verb-final;unrelated;Jeroen vond Tirza onuitstaanbaar, omdat ze hem de oren van het fruit kletste tijdens koffiepauzes.;fruit;0,10;
5;112;verb-final;correct;Tijdens carnaval was er altijd geluidsoverlast, omdat de feestgangers de boel op stelten zetten in veel steden.;stelten;NA;
1;112;verb-final;literal;Tijdens carnaval was er altijd geluidsoverlast, omdat de feestgangers de boel op latten zetten in veel steden.;latten;0,10;
3;112;verb-final;unrelated;Tijdens carnaval was er altijd geluidsoverlast, omdat de feestgangers de boel op kralen zetten in veel steden.;kralen;0,07;
5;113;verb-final;correct;De gemeente kon de wetswijziging eindelijk doorvoeren, omdat de kogel door de kerk was in het kabinet.;kerk;NA;
1;113;verb-final;literal;De gemeente kon de wetswijziging eindelijk doorvoeren, omdat de kogel door de mis was in het kabinet.;mis;0,05;
3;113;verb-final;unrelated;De gemeente kon de wetswijziging eindelijk doorvoeren, omdat de kogel door de hulp was in het kabinet.;hulp;0,06;
5;114;verb-final;correct;De barbecue kon helaas niet doorgaan, omdat de regen roet in het eten gooide zaterdagavond.;eten;NA;
1;114;verb-final;literal;De barbecue kon helaas niet doorgaan, omdat de regen roet in het drinken gooide zaterdagavond.;drinken;0,19;
3;114;verb-final;unrelated;De barbecue kon helaas niet doorgaan, omdat de regen roet in het geloof gooide zaterdagavond.;geloof;0,03;
5;115;verb-final;correct;Het was niet erg dat Bobs zusje het kaartspel niet snapte, omdat ze voor spek en bonen meedeed met ons.;bonen;NA;
1;115;verb-final;literal;Het was niet erg dat Bobs zusje het kaartspel niet snapte, omdat ze voor spek en erwten meedeed met ons.;erwten;0,72;
3;115;verb-final;unrelated;Het was niet erg dat Bobs zusje het kaartspel niet snapte, omdat ze voor spek en jurken meedeed met ons.;jurken;0,08;
5;116;verb-final;correct;Matthijs had in paniek zijn moeder gebeld, omdat hij met zijn handen in het haar zat na zijn wiskundetoets.;haar;NA;
1;116;verb-final;literal;Matthijs had in paniek zijn moeder gebeld, omdat hij met zijn handen in het kapsel zat na zijn wiskundetoets.;kapsel;0,66;
3;116;verb-final;unrelated;Matthijs had in paniek zijn moeder gebeld, omdat hij met zijn handen in het bedrag zat na zijn wiskundetoets.;bedrag;0,08;
5;117;verb-final;correct;Sofia schrok nogal van Michaels plotselinge mededeling, omdat hij met de deur in huis viel eerlijk gezegd.;huis;NA;
1;117;verb-final;literal;Sofia schrok nogal van Michaels plotselinge mededeling, omdat hij met de deur in raam viel eerlijk gezegd.;raam;0,36;
3;117;verb-final;unrelated;Sofia schrok nogal van Michaels plotselinge mededeling, omdat hij met de deur in rits viel eerlijk gezegd.;rits;0,05;
5;118;verb-final;correct;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de steek liet na de geboorte.;steek;NA;
1;118;verb-final;literal;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de wesp liet na de geboorte.;wesp;0,60;
3;118;verb-final;unrelated;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de doos liet na de geboorte.;doos;0,13;
5;119;verb-final;correct;Het bleek dat Jolien op het juiste moment solliciteerde, omdat ze met haar neus in de boter viel voor die baan.;boter;NA;
1;119;verb-final;literal;Het bleek dat Jolien op het juiste moment solliciteerde, omdat ze met haar neus in de melk viel voor die baan.;melk;0,78;
3;119;verb-final;unrelated;Het bleek dat Jolien op het juiste moment solliciteerde, omdat ze met haar neus in de herfst viel voor die baan.;herfst;0,04;
5;120;verb-final;correct;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het zeil hield thuis.;zeil;NA;
1;120;verb-final;literal;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het roer hield thuis.;roer;0,58;
3;120;verb-final;unrelated;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het schema hield thuis.;schema;0,06;
5;121;verb-final;correct;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op sokken was in werkelijkheid.;sokken;NA;
1;121;verb-final;literal;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op enkels was in werkelijkheid.;enkels;0,39;
3;121;verb-final;unrelated;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op molens was in werkelijkheid.;molens;0,04;
5;122;verb-final;correct;De Ajax-spelers liepen gespannen het stadion binnen, omdat ze zich in het hol van de leeuw bevonden in de finale.;leeuw;NA;
1;122;verb-final;literal;De Ajax-spelers liepen gespannen het stadion binnen, omdat ze zich in het hol van de manen bevonden in de finale.;manen;0,34;
3;122;verb-final;unrelated;De Ajax-spelers liepen gespannen het stadion binnen, omdat ze zich in het hol van de lift bevonden in de finale.;lift;0,03;
5;123;verb-final;correct;Hessel had geen derde biertje moeten nemen, omdat het hek van de dam was daarna.;dam;NA;
1;123;verb-final;literal;Hessel had geen derde biertje moeten nemen, omdat het hek van de bever was daarna.;bever;0,21;
3;123;verb-final;unrelated;Hessel had geen derde biertje moeten nemen, omdat het hek van de hoed was daarna.;hoed;0,01;
5;124;verb-final;correct;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de ring gooide vorige maand.;ring;NA;
1;124;verb-final;literal;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de cirkel gooide vorige maand.;cirkel;0,23;
3;124;verb-final;unrelated;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de kwal gooide vorige maand.;kwal;0,01;
5;125;verb-final;correct;In de puberteit veranderde de stem van Jan Smit, omdat hij de baard in de keel kreeg opeens.;keel;NA;
1;125;verb-final;literal;In de puberteit veranderde de stem van Jan Smit, omdat hij de baard in de stem kreeg opeens.;stem;0,36;
3;125;verb-final;unrelated;In de puberteit veranderde de stem van Jan Smit, omdat hij de baard in de rots kreeg opeens.;rots;0,06;
5;126;verb-final;correct;Jonathan gaf Annemarie volkomen gelijk, omdat ze de spijker op zijn kop sloeg met haar opmerking.;kop;NA;
1;126;verb-final;literal;Jonathan gaf Annemarie volkomen gelijk, omdat ze de spijker op zijn staart sloeg met haar opmerking.;staart;0,52;
3;126;verb-final;unrelated;Jonathan gaf Annemarie volkomen gelijk, omdat ze de spijker op zijn gum sloeg met haar opmerking.;gum;0,03;
5;127;verb-final;correct;Berber eiste uitbetaling van haar overuren, omdat ze zich niet de kaas van het brood liet eten natuurlijk.;brood;NA;
1;127;verb-final;literal;Berber eiste uitbetaling van haar overuren, omdat ze zich niet de kaas van het ontbijt liet eten natuurlijk.;ontbijt;0,51;
3;127;verb-final;unrelated;Berber eiste uitbetaling van haar overuren, omdat ze zich niet de kaas van het staal liet eten natuurlijk.;staal;0,00;
5;128;verb-final;correct;Moeder was bang dat Ferry na de vakantie blut zou zijn, omdat hij geld over de balk gooide op Ibiza.;balk;NA;
1;128;verb-final;literal;Moeder was bang dat Ferry na de vakantie blut zou zijn, omdat hij geld over de ezel gooide op Ibiza.;ezel;0,04;
3;128;verb-final;unrelated;Moeder was bang dat Ferry na de vakantie blut zou zijn, omdat hij geld over de grap gooide op Ibiza.;grap;0,05;
5;129;verb-final;correct;De Utrechtsupporter had geen spijt van zijn seizoenskaart, omdat hij waar voor zijn geld kreeg afgelopen weekend.;geld;NA;
1;129;verb-final;literal;De Utrechtsupporter had geen spijt van zijn seizoenskaart, omdat hij waar voor zijn bank kreeg afgelopen weekend.;bank;0,33;
3;129;verb-final;unrelated;De Utrechtsupporter had geen spijt van zijn seizoenskaart, omdat hij waar voor zijn heks kreeg afgelopen weekend.;heks;0,07;
5;130;verb-final;correct;Koen was helemaal schor, omdat hij zich de longen uit het lijf schreeuwde tijdens de voetbalwedstrijd.;lijf;NA;
1;130;verb-final;literal;Koen was helemaal schor, omdat hij zich de longen uit het zweet schreeuwde tijdens de voetbalwedstrijd.;zweet;0,38;
3;130;verb-final;unrelated;Koen was helemaal schor, omdat hij zich de longen uit het kruid schreeuwde tijdens de voetbalwedstrijd.;kruid;0,03;
5;131;verb-final;correct;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de tak sprong als het ware.;tak;NA;
1;131;verb-final;literal;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de bos sprong als het ware.;bos;0,17;
3;131;verb-final;unrelated;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de kip sprong als het ware.;kip;0,08;
5;132;verb-final;correct;Dennis geloofde niet in die reclamestunt, omdat er een addertje onder het gras schuilde zoals altijd.;gras;NA;
1;132;verb-final;literal;Dennis geloofde niet in die reclamestunt, omdat er een addertje onder het veld schuilde zoals altijd.;veld;0,40;
3;132;verb-final;unrelated;Dennis geloofde niet in die reclamestunt, omdat er een addertje onder het loon schuilde zoals altijd.;loon;0,04;
5;133;verb-final;correct;Het was niet te missen dat Joep blij was, omdat hij een gat in de lucht sprong zaterdagochtend.;lucht;NA;
1;133;verb-final;literal;Het was niet te missen dat Joep blij was, omdat hij een gat in de vogel sprong zaterdagochtend.;vogel;0,20;
3;133;verb-final;unrelated;Het was niet te missen dat Joep blij was, omdat hij een gat in de drop sprong zaterdagochtend.;drop;0,07;
5;134;verb-final;correct;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de pap hadden bij het bestuur.;pap;NA;
1;134;verb-final;literal;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de rijst hadden bij het bestuur.;rijst;0,23;
3;134;verb-final;unrelated;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de kei hadden bij het bestuur.;kei;0,03;
5;135;verb-final;correct;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de wond strooide bij de coureur.;wond;NA;
1;135;verb-final;literal;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de snee strooide bij de coureur.;snee;0,37;
3;135;verb-final;unrelated;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de poef strooide bij de coureur.;poef;0,03;
6;136;verb-final;correct;De lerarenstaking had blijkbaar effect gehad, omdat het schoolbestuur water bij de wijn deed uiteindelijk.;wijn;NA;
2;136;verb-final;literal;De lerarenstaking had blijkbaar effect gehad, omdat het schoolbestuur water bij de fles deed uiteindelijk.;fles;0,42;
4;136;verb-final;unrelated;De lerarenstaking had blijkbaar effect gehad, omdat het schoolbestuur water bij de jeuk deed uiteindelijk.;jeuk;0,09;
6;137;verb-final;correct;Uiteindelijk wist iedereen van Robs ontslag, omdat hij het gesprek van de dag was op kantoor.;dag;NA;
2;137;verb-final;literal;Uiteindelijk wist iedereen van Robs ontslag, omdat hij het gesprek van de nacht was op kantoor.;nacht;0,54;
4;137;verb-final;unrelated;Uiteindelijk wist iedereen van Robs ontslag, omdat hij het gesprek van de rups was op kantoor.;rups;0,07;
